campagne,date,jour,variable,groupe,valeur
2023-2024,2023-12-17,62,DOSES(J07E1),65 ans et plus,200
2023-2024,2023-12-17,62,ACTE(VGP),moins de 65 ans,140
2023-2024,2023-12-17,62,DOSES(J07E1),moins de 65 ans,333
2023-2024,2023-12-18,63,ACTE(VGP),65 ans et plus,27432
2023-2024,2023-12-18,63,DOSES(J07E1),65 ans et plus,37720
2023-2024,2023-12-18,63,ACTE(VGP),moins de 65 ans,11618
2023-2024,2023-12-18,63,DOSES(J07E1),moins de 65 ans,18296
2023-2024,2023-12-19,64,ACTE(VGP),65 ans et plus,27983
2023-2024,2023-12-19,64,DOSES(J07E1),65 ans et plus,38774
2023-2024,2023-12-19,64,ACTE(VGP),moins de 65 ans,11355
2023-2024,2023-12-19,64,DOSES(J07E1),moins de 65 ans,17797
2023-2024,2023-12-20,65,ACTE(VGP),65 ans et plus,17798
2023-2024,2023-12-20,65,DOSES(J07E1),65 ans et plus,25972
2023-2024,2023-12-20,65,ACTE(VGP),moins de 65 ans,8780
2023-2024,2023-12-20,65,DOSES(J07E1),moins de 65 ans,14240
2023-2024,2023-12-21,66,ACTE(VGP),65 ans et plus,16079
2023-2024,2023-12-21,66,DOSES(J07E1),65 ans et plus,23821
2023-2024,2023-12-21,66,ACTE(VGP),moins de 65 ans,7939
2023-2024,2023-12-21,66,DOSES(J07E1),moins de 65 ans,13035
2023-2024,2023-12-22,67,ACTE(VGP),65 ans et plus,13489
2023-2024,2023-12-22,67,DOSES(J07E1),65 ans et plus,19936
2023-2024,2023-12-22,67,ACTE(VGP),moins de 65 ans,7933
2023-2024,2023-12-22,67,DOSES(J07E1),moins de 65 ans,12828
2023-2024,2023-12-23,68,ACTE(VGP),65 ans et plus,3590
2023-2024,2023-12-23,68,DOSES(J07E1),65 ans et plus,6571
2023-2024,2023-12-23,68,ACTE(VGP),moins de 65 ans,3215
2023-2024,2023-12-23,68,DOSES(J07E1),moins de 65 ans,6206
2023-2024,2023-12-24,69,ACTE(VGP),65 ans et plus,34
2023-2024,2023-12-24,69,DOSES(J07E1),65 ans et plus,66
2023-2024,2023-12-24,69,ACTE(VGP),moins de 65 ans,32
2023-2024,2023-12-24,69,DOSES(J07E1),moins de 65 ans,104
2023-2024,2023-12-25,70,ACTE(VGP),65 ans et plus,39
2023-2024,2023-12-25,70,DOSES(J07E1),65 ans et plus,56
2023-2024,2023-12-25,70,ACTE(VGP),moins de 65 ans,33
2023-2024,2023-12-25,70,DOSES(J07E1),moins de 65 ans,66
2023-2024,2023-12-26,71,ACTE(VGP),65 ans et plus,7874
2023-2024,2023-12-26,71,DOSES(J07E1),65 ans et plus,11661
2023-2024,2023-12-26,71,ACTE(VGP),moins de 65 ans,4640
2023-2024,2023-12-26,71,DOSES(J07E1),moins de 65 ans,7761
2023-2024,2023-12-27,72,ACTE(VGP),65 ans et plus,8479
2023-2024,2023-12-27,72,DOSES(J07E1),65 ans et plus,12304
2023-2024,2023-12-27,72,ACTE(VGP),moins de 65 ans,4951
2023-2024,2023-12-27,72,DOSES(J07E1),moins de 65 ans,8234
2023-2024,2023-12-28,73,ACTE(VGP),65 ans et plus,9561
2023-2024,2023-12-28,73,DOSES(J07E1),65 ans et plus,13389
2023-2024,2023-12-28,73,ACTE(VGP),moins de 65 ans,5231
2023-2024,2023-12-28,73,DOSES(J07E1),moins de 65 ans,8499
2023-2024,2023-12-29,74,ACTE(VGP),65 ans et plus,9193
2023-2024,2023-12-29,74,DOSES(J07E1),65 ans et plus,13621
2023-2024,2023-12-29,74,ACTE(VGP),moins de 65 ans,5532
2023-2024,2023-12-29,74,DOSES(J07E1),moins de 65 ans,8973
2023-2024,2023-12-30,75,ACTE(VGP),65 ans et plus,3584
2023-2024,2023-12-30,75,DOSES(J07E1),65 ans et plus,5778
2023-2024,2023-12-30,75,ACTE(VGP),moins de 65 ans,2757
2023-2024,2023-12-30,75,DOSES(J07E1),moins de 65 ans,4963
2023-2024,2023-12-31,76,ACTE(VGP),65 ans et plus,35
2023-2024,2023-12-31,76,DOSES(J07E1),65 ans et plus,96
2023-2024,2023-12-31,76,ACTE(VGP),moins de 65 ans,23
2023-2024,2023-12-31,76,DOSES(J07E1),moins de 65 ans,119
2023-2024,2024-01-01,77,ACTE(VGP),65 ans et plus,30
2023-2024,2024-01-01,77,DOSES(J07E1),65 ans et plus,35
2023-2024,2024-01-01,77,ACTE(VGP),moins de 65 ans,19
2023-2024,2024-01-01,77,DOSES(J07E1),moins de 65 ans,63
2023-2024,2024-01-02,78,ACTE(VGP),65 ans et plus,9180
2023-2024,2024-01-02,78,DOSES(J07E1),65 ans et plus,12836
2023-2024,2024-01-02,78,ACTE(VGP),moins de 65 ans,4597
2023-2024,2024-01-02,78,DOSES(J07E1),moins de 65 ans,7262
2023-2024,2024-01-03,79,ACTE(VGP),65 ans et plus,9448
2023-2024,2024-01-03,79,DOSES(J07E1),65 ans et plus,13066
2023-2024,2024-01-03,79,ACTE(VGP),moins de 65 ans,4236
2023-2024,2024-01-03,79,DOSES(J07E1),moins de 65 ans,6709
2023-2024,2024-01-04,80,ACTE(VGP),65 ans et plus,9815
2023-2024,2024-01-04,80,DOSES(J07E1),65 ans et plus,13780
2023-2024,2024-01-04,80,ACTE(VGP),moins de 65 ans,4293
2023-2024,2024-01-04,80,DOSES(J07E1),moins de 65 ans,6760
2023-2024,2024-01-05,81,ACTE(VGP),65 ans et plus,10500
2023-2024,2024-01-05,81,DOSES(J07E1),65 ans et plus,14155
2023-2024,2024-01-05,81,ACTE(VGP),moins de 65 ans,5440
2023-2024,2024-01-05,81,DOSES(J07E1),moins de 65 ans,8051
2023-2024,2024-01-06,82,ACTE(VGP),65 ans et plus,4356
2023-2024,2024-01-06,82,DOSES(J07E1),65 ans et plus,6702
2023-2024,2024-01-06,82,ACTE(VGP),moins de 65 ans,3228
2023-2024,2024-01-06,82,DOSES(J07E1),moins de 65 ans,4933
2023-2024,2024-01-07,83,ACTE(VGP),65 ans et plus,57
2023-2024,2024-01-07,83,DOSES(J07E1),65 ans et plus,220
2023-2024,2024-01-07,83,ACTE(VGP),moins de 65 ans,42
2023-2024,2024-01-07,83,DOSES(J07E1),moins de 65 ans,133
2023-2024,2024-01-08,84,ACTE(VGP),65 ans et plus,9058
2023-2024,2024-01-08,84,DOSES(J07E1),65 ans et plus,12153
2023-2024,2024-01-08,84,ACTE(VGP),moins de 65 ans,4029
2023-2024,2024-01-08,84,DOSES(J07E1),moins de 65 ans,6272
2023-2024,2024-01-09,85,ACTE(VGP),65 ans et plus,8667
2023-2024,2024-01-09,85,DOSES(J07E1),65 ans et plus,11764
2023-2024,2024-01-09,85,ACTE(VGP),moins de 65 ans,3647
2023-2024,2024-01-09,85,DOSES(J07E1),moins de 65 ans,5793
2023-2024,2024-01-10,86,ACTE(VGP),65 ans et plus,6011
2023-2024,2024-01-10,86,DOSES(J07E1),65 ans et plus,8795
2023-2024,2024-01-10,86,ACTE(VGP),moins de 65 ans,2958
2023-2024,2024-01-10,86,DOSES(J07E1),moins de 65 ans,5197
2023-2024,2024-01-11,87,ACTE(VGP),65 ans et plus,6830
2023-2024,2024-01-11,87,DOSES(J07E1),65 ans et plus,9735
2023-2024,2024-01-11,87,ACTE(VGP),moins de 65 ans,3159
2023-2024,2024-01-11,87,DOSES(J07E1),moins de 65 ans,4898
2023-2024,2024-01-12,88,ACTE(VGP),65 ans et plus,6958
2023-2024,2024-01-12,88,DOSES(J07E1),65 ans et plus,9423
2023-2024,2024-01-12,88,ACTE(VGP),moins de 65 ans,3573
2023-2024,2024-01-12,88,DOSES(J07E1),moins de 65 ans,5392
2023-2024,2024-01-13,89,ACTE(VGP),65 ans et plus,2609
2023-2024,2024-01-13,89,DOSES(J07E1),65 ans et plus,4108
2023-2024,2024-01-13,89,ACTE(VGP),moins de 65 ans,2386
2023-2024,2024-01-13,89,DOSES(J07E1),moins de 65 ans,3580
2023-2024,2024-01-14,90,ACTE(VGP),65 ans et plus,27
2023-2024,2024-01-14,90,DOSES(J07E1),65 ans et plus,55
2023-2024,2024-01-14,90,ACTE(VGP),moins de 65 ans,35
2023-2024,2024-01-14,90,DOSES(J07E1),moins de 65 ans,78
2023-2024,2024-01-15,91,ACTE(VGP),65 ans et plus,4770
2023-2024,2024-01-15,91,DOSES(J07E1),65 ans et plus,7018
2023-2024,2024-01-15,91,ACTE(VGP),moins de 65 ans,2499
2023-2024,2024-01-15,91,DOSES(J07E1),moins de 65 ans,4128
2023-2024,2024-01-16,92,ACTE(VGP),65 ans et plus,5694
2023-2024,2024-01-16,92,DOSES(J07E1),65 ans et plus,7703
2023-2024,2024-01-16,92,ACTE(VGP),moins de 65 ans,2407
2023-2024,2024-01-16,92,DOSES(J07E1),moins de 65 ans,3854
2023-2024,2024-01-17,93,ACTE(VGP),65 ans et plus,3443
2023-2024,2024-01-17,93,DOSES(J07E1),65 ans et plus,4637
2023-2024,2024-01-17,93,ACTE(VGP),moins de 65 ans,1824
2023-2024,2024-01-17,93,DOSES(J07E1),moins de 65 ans,3037
2023-2024,2024-01-18,94,ACTE(VGP),65 ans et plus,3417
2023-2024,2024-01-18,94,DOSES(J07E1),65 ans et plus,4673
2023-2024,2024-01-18,94,ACTE(VGP),moins de 65 ans,1822
2023-2024,2024-01-18,94,DOSES(J07E1),moins de 65 ans,2971
2023-2024,2024-01-19,95,ACTE(VGP),65 ans et plus,3382
2023-2024,2024-01-19,95,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-19,95,ACTE(VGP),moins de 65 ans,2012
2023-2024,2024-01-19,95,DOSES(J07E1),moins de 65 ans,3102
2023-2024,2024-01-20,96,ACTE(VGP),65 ans et plus,1177
2023-2024,2024-01-20,96,DOSES(J07E1),65 ans et plus,1780
2023-2024,2024-01-20,96,ACTE(VGP),moins de 65 ans,1301
2023-2024,2024-01-20,96,DOSES(J07E1),moins de 65 ans,1922
2023-2024,2024-01-21,97,ACTE(VGP),65 ans et plus,8
2023-2024,2024-01-21,97,DOSES(J07E1),65 ans et plus,21
2023-2024,2024-01-21,97,ACTE(VGP),moins de 65 ans,27
2023-2024,2024-01-21,97,DOSES(J07E1),moins de 65 ans,54
2023-2024,2024-01-22,98,ACTE(VGP),65 ans et plus,2825
2023-2024,2024-01-22,98,DOSES(J07E1),65 ans et plus,3915
2023-2024,2024-01-22,98,ACTE(VGP),moins de 65 ans,1658
2023-2024,2024-01-22,98,DOSES(J07E1),moins de 65 ans,2918
2023-2024,2024-01-23,99,ACTE(VGP),65 ans et plus,3331
2023-2024,2024-01-23,99,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-23,99,ACTE(VGP),moins de 65 ans,1699
2023-2024,2024-01-23,99,DOSES(J07E1),moins de 65 ans,2713
2023-2024,2024-01-24,100,ACTE(VGP),65 ans et plus,2583
2023-2024,2024-01-24,100,DOSES(J07E1),65 ans et plus,3884
2023-2024,2024-01-24,100,ACTE(VGP),moins de 65 ans,1489
2023-2024,2024-01-24,100,DOSES(J07E1),moins de 65 ans,2561
2023-2024,2024-01-25,101,ACTE(VGP),65 ans et plus,2665
2023-2024,2024-01-25,101,DOSES(J07E1),65 ans et plus,3912
2023-2024,2024-01-25,101,ACTE(VGP),moins de 65 ans,1385
2023-2024,2024-01-25,101,DOSES(J07E1),moins de 65 ans,2108
2023-2024,2024-01-26,102,ACTE(VGP),65 ans et plus,2466
2023-2024,2024-01-26,102,DOSES(J07E1),65 ans et plus,3615
2023-2024,2024-01-26,102,ACTE(VGP),moins de 65 ans,1615
2023-2024,2024-01-26,102,DOSES(J07E1),moins de 65 ans,2648
2023-2024,2024-01-27,103,ACTE(VGP),65 ans et plus,1092
2023-2024,2024-01-27,103,DOSES(J07E1),65 ans et plus,1711
2023-2024,2024-01-27,103,ACTE(VGP),moins de 65 ans,999
2023-2024,2024-01-27,103,DOSES(J07E1),moins de 65 ans,1764
2023-2024,2024-01-28,104,ACTE(VGP),65 ans et plus,24
2023-2024,2024-01-28,104,DOSES(J07E1),65 ans et plus,68
2023-2024,2024-01-28,104,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-01-28,104,DOSES(J07E1),moins de 65 ans,36
2023-2024,2024-01-29,105,ACTE(VGP),65 ans et plus,2569
2023-2024,2024-01-29,105,DOSES(J07E1),65 ans et plus,3727
2023-2024,2024-01-29,105,ACTE(VGP),moins de 65 ans,1387
2023-2024,2024-01-29,105,DOSES(J07E1),moins de 65 ans,2348
2023-2024,2024-01-30,106,ACTE(VGP),65 ans et plus,2651
2023-2024,2024-01-30,106,DOSES(J07E1),65 ans et plus,3404
2023-2024,2024-01-30,106,ACTE(VGP),moins de 65 ans,1464
2023-2024,2024-01-30,106,DOSES(J07E1),moins de 65 ans,2489
2023-2024,2024-01-31,107,ACTE(VGP),65 ans et plus,2234
2023-2024,2024-01-31,107,DOSES(J07E1),65 ans et plus,3064
2023-2024,2024-01-31,107,ACTE(VGP),moins de 65 ans,1485
2023-2024,2024-01-31,107,DOSES(J07E1),moins de 65 ans,2304
2023-2024,2024-02-01,108,ACTE(VGP),65 ans et plus,1361
2023-2024,2024-02-01,108,DOSES(J07E1),65 ans et plus,1543
2023-2024,2024-02-01,108,ACTE(VGP),moins de 65 ans,901
2023-2024,2024-02-01,108,DOSES(J07E1),moins de 65 ans,1433
2023-2024,2024-02-02,109,ACTE(VGP),65 ans et plus,1613
2023-2024,2024-02-02,109,DOSES(J07E1),65 ans et plus,1995
2023-2024,2024-02-02,109,ACTE(VGP),moins de 65 ans,1124
2023-2024,2024-02-02,109,DOSES(J07E1),moins de 65 ans,1752
2023-2024,2024-02-03,110,ACTE(VGP),65 ans et plus,652
2023-2024,2024-02-03,110,DOSES(J07E1),65 ans et plus,1033
2023-2024,2024-02-03,110,ACTE(VGP),moins de 65 ans,797
2023-2024,2024-02-03,110,DOSES(J07E1),moins de 65 ans,1193
2023-2024,2024-02-04,111,ACTE(VGP),65 ans et plus,16
2023-2024,2024-02-04,111,DOSES(J07E1),65 ans et plus,28
2023-2024,2024-02-04,111,ACTE(VGP),moins de 65 ans,6
2023-2024,2024-02-04,111,DOSES(J07E1),moins de 65 ans,49
2023-2024,2024-02-05,112,ACTE(VGP),65 ans et plus,1173
2023-2024,2024-02-05,112,DOSES(J07E1),65 ans et plus,1563
2023-2024,2024-02-05,112,ACTE(VGP),moins de 65 ans,858
2023-2024,2024-02-05,112,DOSES(J07E1),moins de 65 ans,1401
2023-2024,2024-02-06,113,ACTE(VGP),65 ans et plus,1121
2023-2024,2024-02-06,113,DOSES(J07E1),65 ans et plus,1305
2023-2024,2024-02-06,113,ACTE(VGP),moins de 65 ans,742
2023-2024,2024-02-06,113,DOSES(J07E1),moins de 65 ans,1210
2023-2024,2024-02-07,114,ACTE(VGP),65 ans et plus,701
2023-2024,2024-02-07,114,DOSES(J07E1),65 ans et plus,875
2023-2024,2024-02-07,114,ACTE(VGP),moins de 65 ans,725
2023-2024,2024-02-07,114,DOSES(J07E1),moins de 65 ans,1111
2023-2024,2024-02-08,115,ACTE(VGP),65 ans et plus,898
2023-2024,2024-02-08,115,DOSES(J07E1),65 ans et plus,1176
2023-2024,2024-02-08,115,ACTE(VGP),moins de 65 ans,707
2023-2024,2024-02-08,115,DOSES(J07E1),moins de 65 ans,1076
2023-2024,2024-02-09,116,ACTE(VGP),65 ans et plus,775
2023-2024,2024-02-09,116,DOSES(J07E1),65 ans et plus,898
2023-2024,2024-02-09,116,ACTE(VGP),moins de 65 ans,649
2023-2024,2024-02-09,116,DOSES(J07E1),moins de 65 ans,988
2023-2024,2024-02-10,117,ACTE(VGP),65 ans et plus,272
2023-2024,2024-02-10,117,DOSES(J07E1),65 ans et plus,372
2023-2024,2024-02-10,117,ACTE(VGP),moins de 65 ans,410
2023-2024,2024-02-10,117,DOSES(J07E1),moins de 65 ans,642
2023-2024,2024-02-11,118,ACTE(VGP),65 ans et plus,21
2023-2024,2024-02-11,118,DOSES(J07E1),65 ans et plus,14
2023-2024,2024-02-11,118,ACTE(VGP),moins de 65 ans,10
2023-2024,2024-02-11,118,DOSES(J07E1),moins de 65 ans,18
2023-2024,2024-02-12,119,ACTE(VGP),65 ans et plus,531
2023-2024,2024-02-12,119,DOSES(J07E1),65 ans et plus,576
2023-2024,2024-02-12,119,ACTE(VGP),moins de 65 ans,556
2023-2024,2024-02-12,119,DOSES(J07E1),moins de 65 ans,762
2023-2024,2024-02-13,120,ACTE(VGP),65 ans et plus,534
2023-2024,2024-02-13,120,DOSES(J07E1),65 ans et plus,649
2023-2024,2024-02-13,120,ACTE(VGP),moins de 65 ans,495
2023-2024,2024-02-13,120,DOSES(J07E1),moins de 65 ans,787
2023-2024,2024-02-14,121,ACTE(VGP),65 ans et plus,400
2023-2024,2024-02-14,121,DOSES(J07E1),65 ans et plus,416
2023-2024,2024-02-14,121,ACTE(VGP),moins de 65 ans,422
2023-2024,2024-02-14,121,DOSES(J07E1),moins de 65 ans,692
2023-2024,2024-02-15,122,ACTE(VGP),65 ans et plus,429
2023-2024,2024-02-15,122,DOSES(J07E1),65 ans et plus,550
2023-2024,2024-02-15,122,ACTE(VGP),moins de 65 ans,432
2023-2024,2024-02-15,122,DOSES(J07E1),moins de 65 ans,584
2023-2024,2024-02-16,123,ACTE(VGP),65 ans et plus,393
2023-2024,2024-02-16,123,DOSES(J07E1),65 ans et plus,379
2023-2024,2024-02-16,123,ACTE(VGP),moins de 65 ans,443
2023-2024,2024-02-16,123,DOSES(J07E1),moins de 65 ans,643
2023-2024,2024-02-17,124,ACTE(VGP),65 ans et plus,185
2023-2024,2024-02-17,124,DOSES(J07E1),65 ans et plus,208
2023-2024,2024-02-17,124,ACTE(VGP),moins de 65 ans,246
2023-2024,2024-02-17,124,DOSES(J07E1),moins de 65 ans,401
2023-2024,2024-02-18,125,ACTE(VGP),65 ans et plus,9
2023-2024,2024-02-18,125,DOSES(J07E1),65 ans et plus,4
2023-2024,2024-02-18,125,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-02-18,125,DOSES(J07E1),moins de 65 ans,2
2023-2024,2024-02-19,126,ACTE(VGP),65 ans et plus,404
2023-2024,2024-02-19,126,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-19,126,ACTE(VGP),moins de 65 ans,377
2023-2024,2024-02-19,126,DOSES(J07E1),moins de 65 ans,513
2023-2024,2024-02-20,127,ACTE(VGP),65 ans et plus,416
2023-2024,2024-02-20,127,DOSES(J07E1),65 ans et plus,420
2023-2024,2024-02-20,127,ACTE(VGP),moins de 65 ans,360
2023-2024,2024-02-20,127,DOSES(J07E1),moins de 65 ans,575
2023-2024,2024-02-21,128,ACTE(VGP),65 ans et plus,305
2023-2024,2024-02-21,128,DOSES(J07E1),65 ans et plus,283
2023-2024,2024-02-21,128,ACTE(VGP),moins de 65 ans,305
2023-2024,2024-02-21,128,DOSES(J07E1),moins de 65 ans,528
2023-2024,2024-02-22,129,ACTE(VGP),65 ans et plus,294
2023-2024,2024-02-22,129,DOSES(J07E1),65 ans et plus,381
2023-2024,2024-02-22,129,ACTE(VGP),moins de 65 ans,267
2023-2024,2024-02-22,129,DOSES(J07E1),moins de 65 ans,441
2023-2024,2024-02-23,130,ACTE(VGP),65 ans et plus,308
2023-2024,2024-02-23,130,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-23,130,ACTE(VGP),moins de 65 ans,316
2023-2024,2024-02-23,130,DOSES(J07E1),moins de 65 ans,472
2023-2024,2024-02-24,131,ACTE(VGP),65 ans et plus,103
2023-2024,2024-02-24,131,DOSES(J07E1),65 ans et plus,144
2023-2024,2024-02-24,131,ACTE(VGP),moins de 65 ans,211
2023-2024,2024-02-24,131,DOSES(J07E1),moins de 65 ans,306
2023-2024,2024-02-25,132,ACTE(VGP),65 ans et plus,5
2023-2024,2024-02-25,132,DOSES(J07E1),65 ans et plus,6
2023-2024,2024-02-25,132,ACTE(VGP),moins de 65 ans,8
2023-2024,2024-02-25,132,DOSES(J07E1),moins de 65 ans,7
2023-2024,2024-02-26,133,ACTE(VGP),65 ans et plus,270
2023-2024,2024-02-26,133,DOSES(J07E1),65 ans et plus,253
2023-2024,2024-02-26,133,ACTE(VGP),moins de 65 ans,283
2023-2024,2024-02-26,133,DOSES(J07E1),moins de 65 ans,374
2023-2024,2024-02-27,134,ACTE(VGP),65 ans et plus,320
2023-2024,2024-02-27,134,DOSES(J07E1),65 ans et plus,323
2023-2024,2024-02-27,134,ACTE(VGP),moins de 65 ans,292
2023-2024,2024-02-27,134,DOSES(J07E1),moins de 65 ans,405
2023-2024,2024-02-28,135,ACTE(VGP),65 ans et plus,261
2023-2024,2024-02-28,135,DOSES(J07E1),65 ans et plus,334
2023-2024,2024-02-28,135,ACTE(VGP),moins de 65 ans,278
2023-2024,2024-02-28,135,DOSES(J07E1),moins de 65 ans,467
