campagne,date,jour,variable,groupe,valeur
2024-2025,2024-12-14,61,DOSES(J07E1),65 ans et plus,23331
2024-2025,2024-12-14,61,ACTE(VGP),moins de 65 ans,13007
2024-2025,2024-12-14,61,DOSES(J07E1),moins de 65 ans,18696
2024-2025,2024-12-15,62,ACTE(VGP),65 ans et plus,130
2024-2025,2024-12-15,62,DOSES(J07E1),65 ans et plus,173
2024-2025,2024-12-15,62,ACTE(VGP),moins de 65 ans,158
2024-2025,2024-12-15,62,DOSES(J07E1),moins de 65 ans,267
2024-2025,2024-12-16,63,ACTE(VGP),65 ans et plus,36943
2024-2025,2024-12-16,63,DOSES(J07E1),65 ans et plus,47355
2024-2025,2024-12-16,63,ACTE(VGP),moins de 65 ans,14713
2024-2025,2024-12-16,63,DOSES(J07E1),moins de 65 ans,21862
2024-2025,2024-12-17,64,ACTE(VGP),65 ans et plus,36200
2024-2025,2024-12-17,64,DOSES(J07E1),65 ans et plus,47018
2024-2025,2024-12-17,64,ACTE(VGP),moins de 65 ans,14431
2024-2025,2024-12-17,64,DOSES(J07E1),moins de 65 ans,21087
2024-2025,2024-12-18,65,ACTE(VGP),65 ans et plus,25389
2024-2025,2024-12-18,65,DOSES(J07E1),65 ans et plus,33531
2024-2025,2024-12-18,65,ACTE(VGP),moins de 65 ans,12358
2024-2025,2024-12-18,65,DOSES(J07E1),moins de 65 ans,18387
2024-2025,2024-12-19,66,ACTE(VGP),65 ans et plus,26137
2024-2025,2024-12-19,66,DOSES(J07E1),65 ans et plus,34301
2024-2025,2024-12-19,66,ACTE(VGP),moins de 65 ans,11277
2024-2025,2024-12-19,66,DOSES(J07E1),moins de 65 ans,16840
2024-2025,2024-12-20,67,ACTE(VGP),65 ans et plus,24615
2024-2025,2024-12-20,67,DOSES(J07E1),65 ans et plus,32141
2024-2025,2024-12-20,67,ACTE(VGP),moins de 65 ans,13160
2024-2025,2024-12-20,67,DOSES(J07E1),moins de 65 ans,18875
2024-2025,2024-12-21,68,ACTE(VGP),65 ans et plus,8111
2024-2025,2024-12-21,68,DOSES(J07E1),65 ans et plus,11538
2024-2025,2024-12-21,68,ACTE(VGP),moins de 65 ans,7705
2024-2025,2024-12-21,68,DOSES(J07E1),moins de 65 ans,11140
2024-2025,2024-12-22,69,ACTE(VGP),65 ans et plus,84
2024-2025,2024-12-22,69,DOSES(J07E1),65 ans et plus,87
2024-2025,2024-12-22,69,ACTE(VGP),moins de 65 ans,99
2024-2025,2024-12-22,69,DOSES(J07E1),moins de 65 ans,247
2024-2025,2024-12-23,70,ACTE(VGP),65 ans et plus,9667
2024-2025,2024-12-23,70,DOSES(J07E1),65 ans et plus,13663
2024-2025,2024-12-23,70,ACTE(VGP),moins de 65 ans,7066
2024-2025,2024-12-23,70,DOSES(J07E1),moins de 65 ans,11161
2024-2025,2024-12-24,71,ACTE(VGP),65 ans et plus,3747
2024-2025,2024-12-24,71,DOSES(J07E1),65 ans et plus,6668
2024-2025,2024-12-24,71,ACTE(VGP),moins de 65 ans,2947
2024-2025,2024-12-24,71,DOSES(J07E1),moins de 65 ans,5524
2024-2025,2024-12-25,72,ACTE(VGP),65 ans et plus,19
2024-2025,2024-12-25,72,DOSES(J07E1),65 ans et plus,44
2024-2025,2024-12-25,72,ACTE(VGP),moins de 65 ans,46
2024-2025,2024-12-25,72,DOSES(J07E1),moins de 65 ans,60
2024-2025,2024-12-26,73,ACTE(VGP),65 ans et plus,7243
2024-2025,2024-12-26,73,DOSES(J07E1),65 ans et plus,10456
2024-2025,2024-12-26,73,ACTE(VGP),moins de 65 ans,5271
2024-2025,2024-12-26,73,DOSES(J07E1),moins de 65 ans,7941
2024-2025,2024-12-27,74,ACTE(VGP),65 ans et plus,19593
2024-2025,2024-12-27,74,DOSES(J07E1),65 ans et plus,24893
2024-2025,2024-12-27,74,ACTE(VGP),moins de 65 ans,9549
2024-2025,2024-12-27,74,DOSES(J07E1),moins de 65 ans,13271
2024-2025,2024-12-28,75,ACTE(VGP),65 ans et plus,18461
2024-2025,2024-12-28,75,DOSES(J07E1),65 ans et plus,24737
2024-2025,2024-12-28,75,ACTE(VGP),moins de 65 ans,10646
2024-2025,2024-12-28,75,DOSES(J07E1),moins de 65 ans,14765
2024-2025,2024-12-29,76,ACTE(VGP),65 ans et plus,65
2024-2025,2024-12-29,76,DOSES(J07E1),65 ans et plus,146
2024-2025,2024-12-29,76,ACTE(VGP),moins de 65 ans,79
2024-2025,2024-12-29,76,DOSES(J07E1),moins de 65 ans,150
2024-2025,2024-12-30,77,ACTE(VGP),65 ans et plus,16941
2024-2025,2024-12-30,77,DOSES(J07E1),65 ans et plus,22866
2024-2025,2024-12-30,77,ACTE(VGP),moins de 65 ans,9898
2024-2025,2024-12-30,77,DOSES(J07E1),moins de 65 ans,14216
2024-2025,2024-12-31,78,ACTE(VGP),65 ans et plus,7189
2024-2025,2024-12-31,78,DOSES(J07E1),65 ans et plus,11288
2024-2025,2024-12-31,78,ACTE(VGP),moins de 65 ans,4990
2024-2025,2024-12-31,78,DOSES(J07E1),moins de 65 ans,8242
2024-2025,2025-01-01,79,ACTE(VGP),65 ans et plus,26
2024-2025,2025-01-01,79,DOSES(J07E1),65 ans et plus,55
2024-2025,2025-01-01,79,ACTE(VGP),moins de 65 ans,40
2024-2025,2025-01-01,79,DOSES(J07E1),moins de 65 ans,71
2024-2025,2025-01-02,80,ACTE(VGP),65 ans et plus,10685
2024-2025,2025-01-02,80,DOSES(J07E1),65 ans et plus,14582
2024-2025,2025-01-02,80,ACTE(VGP),moins de 65 ans,7198
2024-2025,2025-01-02,80,DOSES(J07E1),moins de 65 ans,10370
2024-2025,2025-01-03,81,ACTE(VGP),65 ans et plus,17166
2024-2025,2025-01-03,81,DOSES(J07E1),65 ans et plus,22316
2024-2025,2025-01-03,81,ACTE(VGP),moins de 65 ans,10145
2024-2025,2025-01-03,81,DOSES(J07E1),moins de 65 ans,13820
2024-2025,2025-01-04,82,ACTE(VGP),65 ans et plus,9966
2024-2025,2025-01-04,82,DOSES(J07E1),65 ans et plus,13546
2024-2025,2025-01-04,82,ACTE(VGP),moins de 65 ans,8336
2024-2025,2025-01-04,82,DOSES(J07E1),moins de 65 ans,11390
2024-2025,2025-01-05,83,ACTE(VGP),65 ans et plus,56
2024-2025,2025-01-05,83,DOSES(J07E1),65 ans et plus,122
2024-2025,2025-01-05,83,ACTE(VGP),moins de 65 ans,117
2024-2025,2025-01-05,83,DOSES(J07E1),moins de 65 ans,201
2024-2025,2025-01-06,84,ACTE(VGP),65 ans et plus,17266
2024-2025,2025-01-06,84,DOSES(J07E1),65 ans et plus,22458
2024-2025,2025-01-06,84,ACTE(VGP),moins de 65 ans,9941
2024-2025,2025-01-06,84,DOSES(J07E1),moins de 65 ans,13924
2024-2025,2025-01-07,85,ACTE(VGP),65 ans et plus,22265
2024-2025,2025-01-07,85,DOSES(J07E1),65 ans et plus,28110
2024-2025,2025-01-07,85,ACTE(VGP),moins de 65 ans,11417
2024-2025,2025-01-07,85,DOSES(J07E1),moins de 65 ans,15674
2024-2025,2025-01-08,86,ACTE(VGP),65 ans et plus,16144
2024-2025,2025-01-08,86,DOSES(J07E1),65 ans et plus,20858
2024-2025,2025-01-08,86,ACTE(VGP),moins de 65 ans,10697
2024-2025,2025-01-08,86,DOSES(J07E1),moins de 65 ans,14839
2024-2025,2025-01-09,87,ACTE(VGP),65 ans et plus,19614
2024-2025,2025-01-09,87,DOSES(J07E1),65 ans et plus,24930
2024-2025,2025-01-09,87,ACTE(VGP),moins de 65 ans,11310
2024-2025,2025-01-09,87,DOSES(J07E1),moins de 65 ans,15876
2024-2025,2025-01-10,88,ACTE(VGP),65 ans et plus,25730
2024-2025,2025-01-10,88,DOSES(J07E1),65 ans et plus,31959
2024-2025,2025-01-10,88,ACTE(VGP),moins de 65 ans,16703
2024-2025,2025-01-10,88,DOSES(J07E1),moins de 65 ans,22250
2024-2025,2025-01-11,89,ACTE(VGP),65 ans et plus,14347
2024-2025,2025-01-11,89,DOSES(J07E1),65 ans et plus,18553
2024-2025,2025-01-11,89,ACTE(VGP),moins de 65 ans,13881
2024-2025,2025-01-11,89,DOSES(J07E1),moins de 65 ans,18490
2024-2025,2025-01-12,90,ACTE(VGP),65 ans et plus,129
2024-2025,2025-01-12,90,DOSES(J07E1),65 ans et plus,196
2024-2025,2025-01-12,90,ACTE(VGP),moins de 65 ans,213
2024-2025,2025-01-12,90,DOSES(J07E1),moins de 65 ans,348
2024-2025,2025-01-13,91,ACTE(VGP),65 ans et plus,18563
2024-2025,2025-01-13,91,DOSES(J07E1),65 ans et plus,23140
2024-2025,2025-01-13,91,ACTE(VGP),moins de 65 ans,12231
2024-2025,2025-01-13,91,DOSES(J07E1),moins de 65 ans,16156
2024-2025,2025-01-14,92,ACTE(VGP),65 ans et plus,14240
2024-2025,2025-01-14,92,DOSES(J07E1),65 ans et plus,17996
2024-2025,2025-01-14,92,ACTE(VGP),moins de 65 ans,9537
2024-2025,2025-01-14,92,DOSES(J07E1),moins de 65 ans,13044
2024-2025,2025-01-15,93,ACTE(VGP),65 ans et plus,10780
2024-2025,2025-01-15,93,DOSES(J07E1),65 ans et plus,13942
2024-2025,2025-01-15,93,ACTE(VGP),moins de 65 ans,8479
2024-2025,2025-01-15,93,DOSES(J07E1),moins de 65 ans,11677
2024-2025,2025-01-16,94,ACTE(VGP),65 ans et plus,10705
2024-2025,2025-01-16,94,DOSES(J07E1),65 ans et plus,13792
2024-2025,2025-01-16,94,ACTE(VGP),moins de 65 ans,7213
2024-2025,2025-01-16,94,DOSES(J07E1),moins de 65 ans,10144
2024-2025,2025-01-17,95,ACTE(VGP),65 ans et plus,14780
2024-2025,2025-01-17,95,DOSES(J07E1),65 ans et plus,18577
2024-2025,2025-01-17,95,ACTE(VGP),moins de 65 ans,9705
2024-2025,2025-01-17,95,DOSES(J07E1),moins de 65 ans,12691
2024-2025,2025-01-18,96,ACTE(VGP),65 ans et plus,9188
2024-2025,2025-01-18,96,DOSES(J07E1),65 ans et plus,11898
2024-2025,2025-01-18,96,ACTE(VGP),moins de 65 ans,8370
2024-2025,2025-01-18,96,DOSES(J07E1),moins de 65 ans,11089
2024-2025,2025-01-19,97,ACTE(VGP),65 ans et plus,62
2024-2025,2025-01-19,97,DOSES(J07E1),65 ans et plus,111
2024-2025,2025-01-19,97,ACTE(VGP),moins de 65 ans,89
2024-2025,2025-01-19,97,DOSES(J07E1),moins de 65 ans,179
2024-2025,2025-01-20,98,ACTE(VGP),65 ans et plus,11484
2024-2025,2025-01-20,98,DOSES(J07E1),65 ans et plus,14274
2024-2025,2025-01-20,98,ACTE(VGP),moins de 65 ans,7401
2024-2025,2025-01-20,98,DOSES(J07E1),moins de 65 ans,9855
2024-2025,2025-01-21,99,ACTE(VGP),65 ans et plus,7799
2024-2025,2025-01-21,99,DOSES(J07E1),65 ans et plus,10698
2024-2025,2025-01-21,99,ACTE(VGP),moins de 65 ans,5465
2024-2025,2025-01-21,99,DOSES(J07E1),moins de 65 ans,7832
2024-2025,2025-01-22,100,ACTE(VGP),65 ans et plus,7162
2024-2025,2025-01-22,100,DOSES(J07E1),65 ans et plus,9634
2024-2025,2025-01-22,100,ACTE(VGP),moins de 65 ans,5395
2024-2025,2025-01-22,100,DOSES(J07E1),moins de 65 ans,7771
2024-2025,2025-01-23,101,ACTE(VGP),65 ans et plus,12771
2024-2025,2025-01-23,101,DOSES(J07E1),65 ans et plus,16607
2024-2025,2025-01-23,101,ACTE(VGP),moins de 65 ans,8216
2024-2025,2025-01-23,101,DOSES(J07E1),moins de 65 ans,11377
2024-2025,2025-01-24,102,ACTE(VGP),65 ans et plus,9515
2024-2025,2025-01-24,102,DOSES(J07E1),65 ans et plus,12573
2024-2025,2025-01-24,102,ACTE(VGP),moins de 65 ans,7331
2024-2025,2025-01-24,102,DOSES(J07E1),moins de 65 ans,10034
2024-2025,2025-01-25,103,ACTE(VGP),65 ans et plus,3644
2024-2025,2025-01-25,103,DOSES(J07E1),65 ans et plus,4902
2024-2025,2025-01-25,103,ACTE(VGP),moins de 65 ans,4507
2024-2025,2025-01-25,103,DOSES(J07E1),moins de 65 ans,5631
2024-2025,2025-01-26,104,ACTE(VGP),65 ans et plus,44
2024-2025,2025-01-26,104,DOSES(J07E1),65 ans et plus,44
2024-2025,2025-01-26,104,ACTE(VGP),moins de 65 ans,67
2024-2025,2025-01-26,104,DOSES(J07E1),moins de 65 ans,94
2024-2025,2025-01-27,105,ACTE(VGP),65 ans et plus,4764
2024-2025,2025-01-27,105,DOSES(J07E1),65 ans et plus,6182
2024-2025,2025-01-27,105,ACTE(VGP),moins de 65 ans,3874
2024-2025,2025-01-27,105,DOSES(J07E1),moins de 65 ans,5067
2024-2025,2025-01-28,106,ACTE(VGP),65 ans et plus,2342
2024-2025,2025-01-28,106,DOSES(J07E1),65 ans et plus,2465
2024-2025,2025-01-28,106,ACTE(VGP),moins de 65 ans,1401
2024-2025,2025-01-28,106,DOSES(J07E1),moins de 65 ans,1436
