campagne,date,jour,variable,groupe,valeur
2022-2023,2022-12-22,66,DOSES(J07E1),65 ans et plus,17867
2022-2023,2022-12-22,66,ACTE(VGP),moins de 65 ans,9220
2022-2023,2022-12-22,66,DOSES(J07E1),moins de 65 ans,15903
2022-2023,2022-12-23,67,ACTE(VGP),65 ans et plus,8593
2022-2023,2022-12-23,67,DOSES(J07E1),65 ans et plus,13642
2022-2023,2022-12-23,67,ACTE(VGP),moins de 65 ans,7279
2022-2023,2022-12-23,67,DOSES(J07E1),moins de 65 ans,13896
2022-2023,2022-12-24,68,ACTE(VGP),65 ans et plus,2134
2022-2023,2022-12-24,68,DOSES(J07E1),65 ans et plus,4136
2022-2023,2022-12-24,68,ACTE(VGP),moins de 65 ans,2159
2022-2023,2022-12-24,68,DOSES(J07E1),moins de 65 ans,5149
2022-2023,2022-12-25,69,ACTE(VGP),65 ans et plus,82
2022-2023,2022-12-25,69,DOSES(J07E1),65 ans et plus,59
2022-2023,2022-12-25,69,ACTE(VGP),moins de 65 ans,53
2022-2023,2022-12-25,69,DOSES(J07E1),moins de 65 ans,140
2022-2023,2022-12-26,70,ACTE(VGP),65 ans et plus,6797
2022-2023,2022-12-26,70,DOSES(J07E1),65 ans et plus,10136
2022-2023,2022-12-26,70,ACTE(VGP),moins de 65 ans,6200
2022-2023,2022-12-26,70,DOSES(J07E1),moins de 65 ans,10347
2022-2023,2022-12-27,71,ACTE(VGP),65 ans et plus,11008
2022-2023,2022-12-27,71,DOSES(J07E1),65 ans et plus,15384
2022-2023,2022-12-27,71,ACTE(VGP),moins de 65 ans,8080
2022-2023,2022-12-27,71,DOSES(J07E1),moins de 65 ans,13009
2022-2023,2022-12-28,72,ACTE(VGP),65 ans et plus,10033
2022-2023,2022-12-28,72,DOSES(J07E1),65 ans et plus,14128
2022-2023,2022-12-28,72,ACTE(VGP),moins de 65 ans,7865
2022-2023,2022-12-28,72,DOSES(J07E1),moins de 65 ans,12763
2022-2023,2022-12-29,73,ACTE(VGP),65 ans et plus,13437
2022-2023,2022-12-29,73,DOSES(J07E1),65 ans et plus,18897
2022-2023,2022-12-29,73,ACTE(VGP),moins de 65 ans,10832
2022-2023,2022-12-29,73,DOSES(J07E1),moins de 65 ans,17482
2022-2023,2022-12-30,74,ACTE(VGP),65 ans et plus,8934
2022-2023,2022-12-30,74,DOSES(J07E1),65 ans et plus,13018
2022-2023,2022-12-30,74,ACTE(VGP),moins de 65 ans,7824
2022-2023,2022-12-30,74,DOSES(J07E1),moins de 65 ans,13799
2022-2023,2022-12-31,75,ACTE(VGP),65 ans et plus,2360
2022-2023,2022-12-31,75,DOSES(J07E1),65 ans et plus,4704
2022-2023,2022-12-31,75,ACTE(VGP),moins de 65 ans,2485
2022-2023,2022-12-31,75,DOSES(J07E1),moins de 65 ans,5020
2022-2023,2023-01-01,76,ACTE(VGP),65 ans et plus,92
2022-2023,2023-01-01,76,DOSES(J07E1),65 ans et plus,39
2022-2023,2023-01-01,76,ACTE(VGP),moins de 65 ans,59
2022-2023,2023-01-01,76,DOSES(J07E1),moins de 65 ans,120
2022-2023,2023-01-02,77,ACTE(VGP),65 ans et plus,7566
2022-2023,2023-01-02,77,DOSES(J07E1),65 ans et plus,10634
2022-2023,2023-01-02,77,ACTE(VGP),moins de 65 ans,6746
2022-2023,2023-01-02,77,DOSES(J07E1),moins de 65 ans,10685
2022-2023,2023-01-03,78,ACTE(VGP),65 ans et plus,9836
2022-2023,2023-01-03,78,DOSES(J07E1),65 ans et plus,13005
2022-2023,2023-01-03,78,ACTE(VGP),moins de 65 ans,6610
2022-2023,2023-01-03,78,DOSES(J07E1),moins de 65 ans,10392
2022-2023,2023-01-04,79,ACTE(VGP),65 ans et plus,7703
2022-2023,2023-01-04,79,DOSES(J07E1),65 ans et plus,10910
2022-2023,2023-01-04,79,ACTE(VGP),moins de 65 ans,5673
2022-2023,2023-01-04,79,DOSES(J07E1),moins de 65 ans,9081
2022-2023,2023-01-05,80,ACTE(VGP),65 ans et plus,7272
2022-2023,2023-01-05,80,DOSES(J07E1),65 ans et plus,10224
2022-2023,2023-01-05,80,ACTE(VGP),moins de 65 ans,5231
2022-2023,2023-01-05,80,DOSES(J07E1),moins de 65 ans,8248
2022-2023,2023-01-06,81,ACTE(VGP),65 ans et plus,6699
2022-2023,2023-01-06,81,DOSES(J07E1),65 ans et plus,9548
2022-2023,2023-01-06,81,ACTE(VGP),moins de 65 ans,5700
2022-2023,2023-01-06,81,DOSES(J07E1),moins de 65 ans,8671
2022-2023,2023-01-07,82,ACTE(VGP),65 ans et plus,2444
2022-2023,2023-01-07,82,DOSES(J07E1),65 ans et plus,3701
2022-2023,2023-01-07,82,ACTE(VGP),moins de 65 ans,3002
2022-2023,2023-01-07,82,DOSES(J07E1),moins de 65 ans,4923
2022-2023,2023-01-08,83,ACTE(VGP),65 ans et plus,61
2022-2023,2023-01-08,83,DOSES(J07E1),65 ans et plus,175
2022-2023,2023-01-08,83,ACTE(VGP),moins de 65 ans,84
2022-2023,2023-01-08,83,DOSES(J07E1),moins de 65 ans,154
2022-2023,2023-01-09,84,ACTE(VGP),65 ans et plus,4665
2022-2023,2023-01-09,84,DOSES(J07E1),65 ans et plus,6352
2022-2023,2023-01-09,84,ACTE(VGP),moins de 65 ans,3550
2022-2023,2023-01-09,84,DOSES(J07E1),moins de 65 ans,5939
2022-2023,2023-01-10,85,ACTE(VGP),65 ans et plus,4954
2022-2023,2023-01-10,85,DOSES(J07E1),65 ans et plus,6542
2022-2023,2023-01-10,85,ACTE(VGP),moins de 65 ans,3398
2022-2023,2023-01-10,85,DOSES(J07E1),moins de 65 ans,5362
2022-2023,2023-01-11,86,ACTE(VGP),65 ans et plus,3857
2022-2023,2023-01-11,86,DOSES(J07E1),65 ans et plus,5042
2022-2023,2023-01-11,86,ACTE(VGP),moins de 65 ans,2899
2022-2023,2023-01-11,86,DOSES(J07E1),moins de 65 ans,4664
2022-2023,2023-01-12,87,ACTE(VGP),65 ans et plus,3900
2022-2023,2023-01-12,87,DOSES(J07E1),65 ans et plus,5037
2022-2023,2023-01-12,87,ACTE(VGP),moins de 65 ans,2637
2022-2023,2023-01-12,87,DOSES(J07E1),moins de 65 ans,4402
2022-2023,2023-01-13,88,ACTE(VGP),65 ans et plus,3643
2022-2023,2023-01-13,88,DOSES(J07E1),65 ans et plus,4842
2022-2023,2023-01-13,88,ACTE(VGP),moins de 65 ans,2836
2022-2023,2023-01-13,88,DOSES(J07E1),moins de 65 ans,4255
2022-2023,2023-01-14,89,ACTE(VGP),65 ans et plus,1468
2022-2023,2023-01-14,89,DOSES(J07E1),65 ans et plus,2050
2022-2023,2023-01-14,89,ACTE(VGP),moins de 65 ans,1592
2022-2023,2023-01-14,89,DOSES(J07E1),moins de 65 ans,2391
2022-2023,2023-01-15,90,ACTE(VGP),65 ans et plus,73
2022-2023,2023-01-15,90,DOSES(J07E1),65 ans et plus,50
2022-2023,2023-01-15,90,ACTE(VGP),moins de 65 ans,73
2022-2023,2023-01-15,90,DOSES(J07E1),moins de 65 ans,120
2022-2023,2023-01-16,91,ACTE(VGP),65 ans et plus,2741
2022-2023,2023-01-16,91,DOSES(J07E1),65 ans et plus,3848
2022-2023,2023-01-16,91,ACTE(VGP),moins de 65 ans,2062
2022-2023,2023-01-16,91,DOSES(J07E1),moins de 65 ans,3374
2022-2023,2023-01-17,92,ACTE(VGP),65 ans et plus,3094
2022-2023,2023-01-17,92,DOSES(J07E1),65 ans et plus,4050
2022-2023,2023-01-17,92,ACTE(VGP),moins de 65 ans,2207
2022-2023,2023-01-17,92,DOSES(J07E1),moins de 65 ans,3467
2022-2023,2023-01-18,93,ACTE(VGP),65 ans et plus,2555
2022-2023,2023-01-18,93,DOSES(J07E1),65 ans et plus,3132
2022-2023,2023-01-18,93,ACTE(VGP),moins de 65 ans,1818
2022-2023,2023-01-18,93,DOSES(J07E1),moins de 65 ans,2988
2022-2023,2023-01-19,94,ACTE(VGP),65 ans et plus,2166
2022-2023,2023-01-19,94,DOSES(J07E1),65 ans et plus,2676
2022-2023,2023-01-19,94,ACTE(VGP),moins de 65 ans,1861
2022-2023,2023-01-19,94,DOSES(J07E1),moins de 65 ans,2876
2022-2023,2023-01-20,95,ACTE(VGP),65 ans et plus,2086
2022-2023,2023-01-20,95,DOSES(J07E1),65 ans et plus,3199
2022-2023,2023-01-20,95,ACTE(VGP),moins de 65 ans,1858
2022-2023,2023-01-20,95,DOSES(J07E1),moins de 65 ans,2661
2022-2023,2023-01-21,96,ACTE(VGP),65 ans et plus,857
2022-2023,2023-01-21,96,DOSES(J07E1),65 ans et plus,1243
2022-2023,2023-01-21,96,ACTE(VGP),moins de 65 ans,1032
2022-2023,2023-01-21,96,DOSES(J07E1),moins de 65 ans,1482
2022-2023,2023-01-22,97,ACTE(VGP),65 ans et plus,76
2022-2023,2023-01-22,97,DOSES(J07E1),65 ans et plus,42
2022-2023,2023-01-22,97,ACTE(VGP),moins de 65 ans,82
2022-2023,2023-01-22,97,DOSES(J07E1),moins de 65 ans,89
2022-2023,2023-01-23,98,ACTE(VGP),65 ans et plus,2010
2022-2023,2023-01-23,98,DOSES(J07E1),65 ans et plus,2448
2022-2023,2023-01-23,98,ACTE(VGP),moins de 65 ans,1432
2022-2023,2023-01-23,98,DOSES(J07E1),moins de 65 ans,2223
2022-2023,2023-01-24,99,ACTE(VGP),65 ans et plus,2177
2022-2023,2023-01-24,99,DOSES(J07E1),65 ans et plus,2675
2022-2023,2023-01-24,99,ACTE(VGP),moins de 65 ans,1473
2022-2023,2023-01-24,99,DOSES(J07E1),moins de 65 ans,2383
2022-2023,2023-01-25,100,ACTE(VGP),65 ans et plus,1611
2022-2023,2023-01-25,100,DOSES(J07E1),65 ans et plus,2342
2022-2023,2023-01-25,100,ACTE(VGP),moins de 65 ans,1207
2022-2023,2023-01-25,100,DOSES(J07E1),moins de 65 ans,1914
2022-2023,2023-01-26,101,ACTE(VGP),65 ans et plus,1612
2022-2023,2023-01-26,101,DOSES(J07E1),65 ans et plus,2354
2022-2023,2023-01-26,101,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-26,101,DOSES(J07E1),moins de 65 ans,1997
2022-2023,2023-01-27,102,ACTE(VGP),65 ans et plus,1745
2022-2023,2023-01-27,102,DOSES(J07E1),65 ans et plus,2730
2022-2023,2023-01-27,102,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-27,102,DOSES(J07E1),moins de 65 ans,2230
2022-2023,2023-01-28,103,ACTE(VGP),65 ans et plus,754
2022-2023,2023-01-28,103,DOSES(J07E1),65 ans et plus,1123
2022-2023,2023-01-28,103,ACTE(VGP),moins de 65 ans,742
2022-2023,2023-01-28,103,DOSES(J07E1),moins de 65 ans,1189
2022-2023,2023-01-29,104,ACTE(VGP),65 ans et plus,88
2022-2023,2023-01-29,104,DOSES(J07E1),65 ans et plus,84
2022-2023,2023-01-29,104,ACTE(VGP),moins de 65 ans,30
2022-2023,2023-01-29,104,DOSES(J07E1),moins de 65 ans,54
2022-2023,2023-01-30,105,ACTE(VGP),65 ans et plus,1654
2022-2023,2023-01-30,105,DOSES(J07E1),65 ans et plus,2401
2022-2023,2023-01-30,105,ACTE(VGP),moins de 65 ans,1219
2022-2023,2023-01-30,105,DOSES(J07E1),moins de 65 ans,1903
2022-2023,2023-01-31,106,ACTE(VGP),65 ans et plus,1830
2022-2023,2023-01-31,106,DOSES(J07E1),65 ans et plus,2441
2022-2023,2023-01-31,106,ACTE(VGP),moins de 65 ans,1231
2022-2023,2023-01-31,106,DOSES(J07E1),moins de 65 ans,2076
2022-2023,2023-02-01,107,ACTE(VGP),65 ans et plus,682
2022-2023,2023-02-01,107,DOSES(J07E1),65 ans et plus,800
2022-2023,2023-02-01,107,ACTE(VGP),moins de 65 ans,713
2022-2023,2023-02-01,107,DOSES(J07E1),moins de 65 ans,1215
2022-2023,2023-02-02,108,ACTE(VGP),65 ans et plus,689
2022-2023,2023-02-02,108,DOSES(J07E1),65 ans et plus,1226
2022-2023,2023-02-02,108,ACTE(VGP),moins de 65 ans,637
2022-2023,2023-02-02,108,DOSES(J07E1),moins de 65 ans,996
2022-2023,2023-02-03,109,ACTE(VGP),65 ans et plus,659
2022-2023,2023-02-03,109,DOSES(J07E1),65 ans et plus,765
2022-2023,2023-02-03,109,ACTE(VGP),moins de 65 ans,620
2022-2023,2023-02-03,109,DOSES(J07E1),moins de 65 ans,1007
2022-2023,2023-02-04,110,ACTE(VGP),65 ans et plus,252
2022-2023,2023-02-04,110,DOSES(J07E1),65 ans et plus,461
2022-2023,2023-02-04,110,ACTE(VGP),moins de 65 ans,297
2022-2023,2023-02-04,110,DOSES(J07E1),moins de 65 ans,498
2022-2023,2023-02-05,111,ACTE(VGP),65 ans et plus,14
2022-2023,2023-02-05,111,DOSES(J07E1),65 ans et plus,31
2022-2023,2023-02-05,111,ACTE(VGP),moins de 65 ans,21
2022-2023,2023-02-05,111,DOSES(J07E1),moins de 65 ans,24
2022-2023,2023-02-06,112,ACTE(VGP),65 ans et plus,508
2022-2023,2023-02-06,112,DOSES(J07E1),65 ans et plus,423
2022-2023,2023-02-06,112,ACTE(VGP),moins de 65 ans,521
2022-2023,2023-02-06,112,DOSES(J07E1),moins de 65 ans,798
2022-2023,2023-02-07,113,ACTE(VGP),65 ans et plus,505
2022-2023,2023-02-07,113,DOSES(J07E1),65 ans et plus,566
2022-2023,2023-02-07,113,ACTE(VGP),moins de 65 ans,483
2022-2023,2023-02-07,113,DOSES(J07E1),moins de 65 ans,787
2022-2023,2023-02-08,114,ACTE(VGP),65 ans et plus,450
2022-2023,2023-02-08,114,DOSES(J07E1),65 ans et plus,485
2022-2023,2023-02-08,114,ACTE(VGP),moins de 65 ans,437
2022-2023,2023-02-08,114,DOSES(J07E1),moins de 65 ans,689
2022-2023,2023-02-09,115,ACTE(VGP),65 ans et plus,575
2022-2023,2023-02-09,115,DOSES(J07E1),65 ans et plus,504
2022-2023,2023-02-09,115,ACTE(VGP),moins de 65 ans,535
2022-2023,2023-02-09,115,DOSES(J07E1),moins de 65 ans,817
2022-2023,2023-02-10,116,ACTE(VGP),65 ans et plus,563
2022-2023,2023-02-10,116,DOSES(J07E1),65 ans et plus,562
2022-2023,2023-02-10,116,ACTE(VGP),moins de 65 ans,506
2022-2023,2023-02-10,116,DOSES(J07E1),moins de 65 ans,728
2022-2023,2023-02-11,117,ACTE(VGP),65 ans et plus,277
2022-2023,2023-02-11,117,DOSES(J07E1),65 ans et plus,310
2022-2023,2023-02-11,117,ACTE(VGP),moins de 65 ans,284
2022-2023,2023-02-11,117,DOSES(J07E1),moins de 65 ans,445
2022-2023,2023-02-12,118,ACTE(VGP),65 ans et plus,17
2022-2023,2023-02-12,118,DOSES(J07E1),65 ans et plus,2
2022-2023,2023-02-12,118,ACTE(VGP),moins de 65 ans,8
2022-2023,2023-02-12,118,DOSES(J07E1),moins de 65 ans,8
2022-2023,2023-02-13,119,ACTE(VGP),65 ans et plus,484
2022-2023,2023-02-13,119,DOSES(J07E1),65 ans et plus,377
2022-2023,2023-02-13,119,ACTE(VGP),moins de 65 ans,467
2022-2023,2023-02-13,119,DOSES(J07E1),moins de 65 ans,578
2022-2023,2023-02-14,120,ACTE(VGP),65 ans et plus,412
2022-2023,2023-02-14,120,DOSES(J07E1),65 ans et plus,314
2022-2023,2023-02-14,120,ACTE(VGP),moins de 65 ans,382
2022-2023,2023-02-14,120,DOSES(J07E1),moins de 65 ans,532
2022-2023,2023-02-15,121,ACTE(VGP),65 ans et plus,444
2022-2023,2023-02-15,121,DOSES(J07E1),65 ans et plus,225
2022-2023,2023-02-15,121,ACTE(VGP),moins de 65 ans,398
2022-2023,2023-02-15,121,DOSES(J07E1),moins de 65 ans,510
2022-2023,2023-02-16,122,ACTE(VGP),65 ans et plus,383
2022-2023,2023-02-16,122,DOSES(J07E1),65 ans et plus,300
2022-2023,2023-02-16,122,ACTE(VGP),moins de 65 ans,320
2022-2023,2023-02-16,122,DOSES(J07E1),moins de 65 ans,561
2022-2023,2023-02-17,123,ACTE(VGP),65 ans et plus,287
2022-2023,2023-02-17,123,DOSES(J07E1),65 ans et plus,412
2022-2023,2023-02-17,123,ACTE(VGP),moins de 65 ans,361
2022-2023,2023-02-17,123,DOSES(J07E1),moins de 65 ans,517
2022-2023,2023-02-18,124,ACTE(VGP),65 ans et plus,221
2022-2023,2023-02-18,124,DOSES(J07E1),65 ans et plus,190
2022-2023,2023-02-18,124,ACTE(VGP),moins de 65 ans,203
2022-2023,2023-02-18,124,DOSES(J07E1),moins de 65 ans,305
2022-2023,2023-02-19,125,ACTE(VGP),65 ans et plus,26
2022-2023,2023-02-19,125,DOSES(J07E1),65 ans et plus,23
2022-2023,2023-02-19,125,ACTE(VGP),moins de 65 ans,18
2022-2023,2023-02-19,125,DOSES(J07E1),moins de 65 ans,16
2022-2023,2023-02-20,126,ACTE(VGP),65 ans et plus,418
2022-2023,2023-02-20,126,DOSES(J07E1),65 ans et plus,234
2022-2023,2023-02-20,126,ACTE(VGP),moins de 65 ans,307
2022-2023,2023-02-20,126,DOSES(J07E1),moins de 65 ans,363
2022-2023,2023-02-21,127,ACTE(VGP),65 ans et plus,321
2022-2023,2023-02-21,127,DOSES(J07E1),65 ans et plus,207
2022-2023,2023-02-21,127,ACTE(VGP),moins de 65 ans,323
2022-2023,2023-02-21,127,DOSES(J07E1),moins de 65 ans,392
2022-2023,2023-02-22,128,ACTE(VGP),65 ans et plus,301
2022-2023,2023-02-22,128,DOSES(J07E1),65 ans et plus,329
2022-2023,2023-02-22,128,ACTE(VGP),moins de 65 ans,314
2022-2023,2023-02-22,128,DOSES(J07E1),moins de 65 ans,416
2022-2023,2023-02-23,129,ACTE(VGP),65 ans et plus,367
2022-2023,2023-02-23,129,DOSES(J07E1),65 ans et plus,290
2022-2023,2023-02-23,129,ACTE(VGP),moins de 65 ans,330
2022-2023,2023-02-23,129,DOSES(J07E1),moins de 65 ans,500
2022-2023,2023-02-24,130,ACTE(VGP),65 ans et plus,270
2022-2023,2023-02-24,130,DOSES(J07E1),65 ans et plus,403
2022-2023,2023-02-24,130,ACTE(VGP),moins de 65 ans,292
2022-2023,2023-02-24,130,DOSES(J07E1),moins de 65 ans,411
2022-2023,2023-02-25,131,ACTE(VGP),65 ans et plus,145
2022-2023,2023-02-25,131,DOSES(J07E1),65 ans et plus,131
2022-2023,2023-02-25,131,ACTE(VGP),moins de 65 ans,175
2022-2023,2023-02-25,131,DOSES(J07E1),moins de 65 ans,273
2022-2023,2023-02-26,132,ACTE(VGP),65 ans et plus,7
2022-2023,2023-02-26,132,DOSES(J07E1),65 ans et plus,9
2022-2023,2023-02-26,132,ACTE(VGP),moins de 65 ans,15
2022-2023,2023-02-26,132,DOSES(J07E1),moins de 65 ans,28
2022-2023,2023-02-27,133,ACTE(VGP),65 ans et plus,344
2022-2023,2023-02-27,133,DOSES(J07E1),65 ans et plus,259
2022-2023,2023-02-27,133,ACTE(VGP),moins de 65 ans,291
2022-2023,2023-02-27,133,DOSES(J07E1),moins de 65 ans,409
2022-2023,2023-02-28,134,ACTE(VGP),65 ans et plus,361
2022-2023,2023-02-28,134,DOSES(J07E1),65 ans et plus,354
2022-2023,2023-02-28,134,ACTE(VGP),moins de 65 ans,329
2022-2023,2023-02-28,134,DOSES(J07E1),moins de 65 ans,411
